Producto;Descripcion;Unidad;C. UNIT; C. UNIT.2 
601.02.017;BALON DE GAS CON ARGON 10 MT3;UND;17.80 ;17.79972727
602.01.424;CAPOTINES PARA LLUVIA TALLA L                               ;UND;16.95 ;16.949
801.15.1780;CAPUCHON RJ45 MANGA PROTECTORA PLUG RJ45 CAPUCHA RJR45;UND;74.66 ;74.66
605.02.984;BARRA REDONDA BRONCE SAE 65 DE 80MM EXT. X 40MM DE LARGO;UND;190.00 ;190
18.51.02.002;Remote Controller;UND;2,798.96 ;2798.955
501.01.201;"ARANDELA DE PRESION FN 3/16""";CIEN;0.98 ;0.0098
604.05.0222;CINTILLO DE 150 MM;CIEN;1.83 ;0.0183
501.02.204;"ARANDELA PLANA FN 3/16""";CIEN;1.88 ;0.0188
501.02.303;ARANDELA PLANA ZINC 3/8;CIEN;2.88 ;0.028829809
504.02.302;"TUERCA HEX ZINC 3/16""";CIEN;3.51 ;0.03507205
604.05.024;CINTILLO DE 200 MM;CIEN;5.20 ;0.052038437
505.02.008;"TIRAFON 1/4"" X 2""";CIEN;5.61 ;0.05614738
503.06.006;"STOVE BOLTS 3/16"" X 1 1/4"" CAB. PAN";CIEN;7.21 ;0.0721
603.01.923;"PERNO AUTOPERFORANTE Nº 14 X 1"" CAB.HEX. PUNTA BROCA C/ ARANDELA DE NEOPRENO";CIEN;13.19 ;0.13187436
604.05.093;CINTILLO DE 500MM;CIEN;14.00 ;0.14
606.01.903;TIZAS DE COLORES;CIEN;19.00 ;0.19
606.01.152;CHINCHES PUSH PINS CJA X 50 PCS;CJA;0.73 ;0.725714286
606.01.302;GRAPAS RAPID 26/6 X 5000 PCS;CJA;2.04 ;2.04
602.01.503;GUANTE DE NITRILO SEC-375-L MICROFLEX ANSELL T/L X 50 UND;CJA;51.25 ;51.25028235
409.18.767;ACEITE NEUMATICO CHESTERTON 652;GALON;621.24 ;621.235
409.18.769;ACEITE PARA TEMPERATURA -25º A 270ºC CHESTERTON 610MT PLUS;GALON;1,413.74 ;1413.74
605.03.554;SHAMPO PARA LAVADO DE AUTO;GL;10.20 ;10.19642857
10.42.001;QUITASARRO ECOLOGICO;GL;13.03 ;13.0343
606.03.015;BENCINA;GL;19.00 ;19
27.03.01.402;LID 402 - DESOXIDANTE PARA METALES NO FERROSOS;GL;38.50 ;38.5
601.01.019;ACEITE SHELL TELUS 68;GL;48.96 ;48.95612133
202.01.003;BASE ZINCROMATO;GL;49.00 ;49
605.03.651;REFRIGERANTE Y ANTIOXIDANTE;GL;54.44 ;54.44065
601.03.011;ACEITE MOBIL DTE 24;GL;81.80 ;81.798
201.03.003;PINTURA LIQ. AIRE TEKNOGLOSS AMARILLO;GL;94.80 ;94.8
201.03.002;PINTURA LIQ. AIRE TEKNOGLOSS ALUMINIO;GL;99.00 ;99
601.01.101;MEKANOL ( P/MATRICERIA );GL;141.41 ;141.4122361
608.01.379;SEPARADOR DE DOCUMENTOS A4 ALFABETICO A-Z;JGO;5.19 ;5.18739899
801.12.004;MACHO M4;JGO;11.15 ;11.15
801.12.005;MACHO M6;JGO;15.00 ;15
801.12.009;JUEGO DE MACHO DE ROSCAR M8;JGO;106.71 ;106.71
801.01.261;DETECTOR DE FISURAS (REVELADOR , PENETRANTE , LIMPIADOR );JGO;127.35 ;127.345
801.01.168;GONIOMETRO ( ESCUADRA DE COMBINACION );JGO;304.01 ;304.0106021
603.02.190;JUEGO BROCA HASTA DE 1/16 - 1/2;JGO;387.00 ;387
18.57.01.001;SPARES OF CHARGING SHELF;JGO;599.18 ;599.18
801.15.1533;DC Voltage Transducer: USD230.00/Set (Stocks);JGO;1,103.61 ;1103.61
801.15.1534;DC-DC Converter: USD260.00/Set (Stocks);JGO;1,247.53 ;1247.53
18.36.02.002;Charger 29.4-12A;JGO;1,354.85 ;1354.853333
18.48.01.003;Spared Battery W310 x L350 x H120mm;JGO;9,548.52 ;9548.5175
602.02.916;TRAPO INDUSTRIAL;KG;2.98 ;2.980622951
801.15.6991;Dyclor-90                                                           ;KG;3.11 ;3.110575
601.02.106;GAS CARBÓNICO CO2;KG;3.42 ;3.419008264
602.03.995.003;Solva - Concentrado alcalino con inhibidores de corrosión.;KG;3.62 ;3.6201
608.01.002;BOBINA DE CARTON CORRUGADO;KG;3.80 ;3.8
31.12.180.01;WELD 70S-6  1.00mm  15.00Kg;KG;4.52 ;4.52
606.02.003;DETERGENTE;KG;4.81 ;4.813007509
409.12.1124;BREA DURA INDUSTRIAL;KG;5.58 ;5.58
84.330.001;GRANALLA S-330;KG;5.63 ;5.62688
602.03.010;TRAPO INDUSTRIAL COLOR BLANCO 100 % ALGODON;KG;6.10 ;6.1
301.14.002;SOLDADURA AWS ER70S-6 (ROBOT SOLDADOR) - Nacional;KG;7.04 ;7.037391742
OCONS0104000033;ANTICORROSIVO TEMPORAL PT-25;KG;7.67 ;7.67115
602.02.912;PLUSOL;KG;8.06 ;8.059743538
601.03.012;DESENGRASANTE DE PIEZAS METALICAS MC40;KG;8.09 ;8.085367139
601.03.008;Solución selladora del fosfato de Hierro NB10;KG;9.50 ;9.501635877
601.03.007;Desoxidante de Hierro y Fosfatizante de Hierro P27;KG;10.73 ;10.7261194
301.01.002;SOLDADURA CELLOCORD 1/8 6011-OERLIKON;KG;13.02 ;13.021
801.15.5170;SULFATO ALUMINICO HI-1016;KG;14.64 ;14.63808
301.03.001;SOLDADURA SUPERCITO 1/8  7018;KG;17.60 ;17.6
801.15.5165;FOSFATO - HIPHOS F 2;KG;18.07 ;18.068773
801.15.5172;PASIVADOR  HICOAT 1;KG;19.76 ;19.7583
801.15.5166;DESENGRASANTE - HICLEANER NS 12;KG;28.77 ;28.76925
31.12.332;"SOLDADURA DE COBRE FOSFOROSO 3/32"" C/5% PLATA";KG;47.03 ;47.034
801.15.5168;ANTI ESPUMANTE HI-1013;KG;54.57 ;54.572
21.69.100.401.02;"Electrodo S-312.16(AW A5.4) HYUNDAI de 5/32 """;KG;74.44 ;74.435
801.15.5171;POLIMERO ANIONICO HIFLOC 1009;KG;77.70 ;77.7
31.10.03.001;FLUX AWS A5.31;KG;145.00 ;145
606.05.16;AGUA DESIONIZADA;LT;1.10 ;1.097462
601.03.005;DESENGRASANTE GC BLUE 2;LT;9.76 ;9.763333333
10.50.001;ALCOHOL ISOPROPILICO AL 53%;LT;11.44 ;11.44301285
27.1.05.002;ACEITE NDURANCE ROTO INJECT PN 1630 1146 00 ATALS COPCO;LT;99.88 ;99.875952
606.01.005;PAPEL BOND COPY INJECT PAPER A3 -75 GR;MIL;0.32 ;0.000324559
606.01.547;PAPEL BOND GRAPHOS A4 75 GR;MIL;18.27 ;0.018265443
19.02.01.001;GRAPA FE GALV A-16;MIL;20.34 ;0.020343704
608.01.355;"GRAMPA DE FE. GALV.3/4"" PARA ZUNCHO";MIL;25.14 ;0.025136667
608.01.351;GRAPA FE.GALV. PARA ZUNCHO 5/8;MIL;32.24 ;0.032244112
606.01.525;PAPEL FORM CONTINUO 9 7/8 X 11 X 1 CORTE 5 1/2 GAL;MIL;59.50 ;0.0595
608.01.510;PAPEL AUTOADHESIVO A-4;MIL;250.00 ;0.25
606.01.521;PAPEL FORM CONTINUO 9 7/8 X 11 X 3 GALLO CORTE 1/2;MIL;264.50 ;0.2645
14.04.80.002.01;TUBERÍA PEALPE 1418 COLOR AMARILLO;MT;1.33 ;1.334171
603.01.310;MANGUERA NEUMATICADE POLYURETANO 8MM;MT;2.36 ;2.3569
603.01.319;MANGUERA NEUMATICA  DE POLYURETANO  12MM;MT;3.65 ;3.6535085
603.01.1004;MANGUERA NEUMATICA/POLIURETANO 10MM;MT;3.81 ;3.808645727
604.01.010;CABLE 2 X 14 AWG VULCANIZADO INDECO;MT;4.18 ;4.175
604.01.1052;MANGUERA ESPIRAL DE 10 MM X 10 M;MT;4.41 ;4.41164004
13.01.18.001;CABLE NH-80 / 10 mm2 - PUESTA A TIERRA;MT;4.44 ;4.444857
604.01.117;CABLE THW 8AWG. 750VCA AISLAMIENTO PVC NEGRO;MT;5.21 ;5.2131
606.02.115;FRANELA;MT;5.51 ;5.5085
604.04.411;Cable TW Nº 10 AWG de 7 Hilos;MT;5.93 ;5.932
409.09.003;CADENA GALVANIZADA DE 5/32;MT;9.00 ;9
604.05.285;TERMINAL DE COMPRENSION DE COBRE P/CABLE DE 240 MM2;MT;9.75 ;9.746
603.01.093.01;"TUBERIA DE COBRE DE  1/4""";MT;10.92 ;10.92
801.15.1000.3;CABLE TIERRA PARA SOLDAR 1/0;MT;37.92 ;37.924
405.02.025;BARRA DE ALUMINIO CUADRADO 25 X 25;MT;150.00 ;150
15.92.01.001;MANGUERA DE LIMPIEZA 06/04 (GEMA – 100 854);MT;250.00 ;250
801.15.1741;CADENA TM37 SIFAP;MT;760.81 ;760.81
601.02.302;NITROGENO;MT3;6.50 ;6.5
13.02.18.007;CABLE NH-80 / 6 mm2;MT5;3.80 ;3.799
13.01.04.006;CABLE 2 X 18 AWG;MTS;2.90 ;2.9
603.02.429;TIRA ORING NITRILO 5.5 mm;MTS;6.78 ;6.78
801.15.1393;"CADENA GALV. 1/4"" X 1m";MTS;12.39 ;12.39
801.15.7051;CABO DE CONEXÃO DA SONDA RS 64/RS 44/RS 34 COD. RIELLO = 3003848;MTS;40.31 ;40.30958
19.04.02.015;CINTA ANTIDESLIZANTE DE SEGURIDAD 20 cm ancho, color negro;MTS;42.00 ;42
801.15.7050;CABO DE CONEXÃO DO ELETRODO RS 44(23)/RS 34(23) COD. RIELLO = 3003972;MTS;46.79 ;46.791
605.02.954.2;"BARRA DE COBRE Ø5/8"" x 2.40 mts";MTS;195.86 ;195.86
606.01.319;ETIQUETAS RECTANGULARES 23.5 X 76 MM (100 und);PAQ;1.33 ;1.32674
606.02.133;BOLSA NEGRA PARA BASURA DE 20X30;PAQ;7.67 ;7.670173913
10.29.1.01.75;BOLSA PARA BASURA N° 75;PAQ;20.38 ;20.375
606.02.170;BOLSA DE BASURA  DE 140 LITROS;PAQ;25.68 ;25.67693548
XS.07.100.05;TEMPLADOR P/VARILLA;PAR;0.58 ;0.28905
602.01.014;TAPONES DE OIDO;PAR;1.05 ;0.523324074
604.06.0006;PILA DOBLE  AA;PAR;5.17 ;2.584444444
604.06.0003;PILAS DURACCELL AAA;PAR;5.66 ;2.829677419
602.01.023;GUANTES DE JEBE IND.C/35;PAR;7.70 ;3.848433511
602.01.501;GUANTE MULTIFLEX CUT 5 STEELPRO;PAR;7.98 ;3.990502986
602.01.042;"GUANTES T/INGENIERO 10.5"" L-102745";PAR;14.40 ;7.199080712
602.01.026;MANGAS P/SOLDAR;PAR;15.72 ;7.857745
602.01.021;GUANTES DE CUERO  10.5 / L -102845;PAR;15.95 ;7.975138122
11.01.10.001;"GUANTE DE CUERO BADANA BLANCO 16"" (GUANTE TIG)";PAR;18.00 ;9
602.02.516;ESCOBILLAS DE CARBON 4.5 BOSCH;PAR;21.20 ;10.60034338
602.01.005;ESCARPINES DE CUERO;PAR;22.49 ;11.245
26.08.04.002;PILA  AA  - RECARGABLE;PAR;23.00 ;11.5
603.02.181;FAJA B-39 ( 17 x 990 );PAR;25.31 ;12.6525
601.01.14;FILTRO 2097, CONTRA POLVOS, HUMOS, GASES DE SOLDAD;PAR;26.14 ;13.06864114
602.02.551;"ESCOBILLA DE CARBON 7""";PAR;26.77 ;13.38436651
602.01.231;MANGAS RESISTENTES AL CORTE;PAR;28.00 ;14
601.01.14.01;FILTRO 7093 PARA PARTICULA 3M;PAR;29.50 ;14.75
602.01.020.16;"GUANTE P/SOLDAR 16""";PAR;32.00 ;16
14.25.01.10.100;VÁLVULA DE BOLA  P/AIRE COMPRIMIDO DE 1”;PAR;34.89 ;17.445
602.02.550;"ESCOBILLA DE CARBON 4 ½"" D-WALLT";PAR;37.90 ;18.949425
602.01.159;BOTA DE SEGURIDAD C/NEGRO TALLA 42;PAR;46.73 ;23.36327683
602.01.157;BOTA DE SEGURIDAD C/NEGRO TALLA 40;PAR;47.05 ;23.52533333
602.01.160;BOTA DE SEGURIDAD C/NEGRO TALLA 43;PAR;47.60 ;23.8
602.01.158;BOTA DE SEGURIDAD C/NEGRO TALLA 41;PAR;48.88 ;24.44032114
602.01.155;BOTA DE SEGURIDAD C/NEGRO TALLA 38;PAR;50.40 ;25.2
602.01.156;BOTA DE SEGURIDAD C/NEGRO TALLA 39;PAR;51.19 ;25.59557848
602.01.154;BOTA DE SEGURIDAD C/NEGRO TALLA 37;PAR;52.02 ;26.00819208
602.01.162;BOTA DE SEGURIDAD C/NEGRO TALLA 45;PAR;53.23 ;26.61404357
602.01.161;BOTA DE SEGURIDAD C/NEGRO TALLA 44;PAR;58.85 ;29.42625
602.01.391;GUANTE ANTIVIBRATORIO  A790 PORTWEST                            ;PAR;73.00 ;36.5
603.02.046;MANGA DE LONA D45 CM x 0.9 M;PAR;73.69 ;36.84333333
602.01.165;BOTA DE SEGURIDAD C/NEGRO TALLA 46;PAR;75.62 ;37.80833333
603.02.047;MANGA DE LONA D45 CM x 1.8 M;PAR;104.38 ;52.18937494
607.07.096;CABLE PUNTA DE PRUEBA PARA MULTIMETRO FLUKE;PAR;107.27 ;53.63499988
602.01.390;PROTECTOR METATARSAL DE ALUMINIO   ;PAR;162.00 ;81
13.98.01.012;"SEGURIDAD CABLE (PARACAIDAS) GUIAS DE 2 "" PARA PUERT HASTA 450 KG. REF. 25455";PAR;436.20 ;218.0975
801.15.1532;Acople de freno de motor dunkormotoren, Temp. 80°C;PAR;500.72 ;250.3575
29.27.01.005;"BUMPERS DE HULE 4"" X 10"" X 12""";PAR;508.91 ;254.4545263
29.27.01.002;TOPES TM 460.250 (460X250X80) - PAR;PAR;1,169.38 ;584.6881254
606.02.117;PAPEL TOALLA;RLLO;9.76 ;9.762796209
606.01.333;PAPEL PLOTTER 610 MM X 45.7M Q1396A;RLLO;23.20 ;23.2
85.04.600.002;FIBRA SINTETICA PARA ACERO INOX,  METAL UNIVERSAL, MADERA;RLLO;132.41 ;132.406667
OCONS0104000055;KLUBERTEMP HM 83-402 - 1KG;UIN;2,878.95 ;2878.95
.RAPL.60.0075.0085;PLACA 6.0mm X 0.075m X 0.085m;UND;0.00 ;0
.ESMTRB.25.001.001;"TAPA PARA RODAJE DE BOCINA DE 1 1/2"" X 33.0mm";UND;0.00 ;0
.ESMTR.25.0001.0001;"TAPA PARA RODAJE DE CORREDIZO DE 1 1/2"" X 9.00mm.";UND;0.00 ;0
26.94.01.006;ALAMBRE GALVANIZADO #12;UND;6.17 ;6.1748
 602.03.1300;ADAPTADOR 502 PARA FILTROS;UND;30.53 ;30.53
606.01.650;REPUESTO PARA CUTTER-CUCHILLO;UND;2.04 ;2.04
53.1.10.005.3;ARANDELA PLANA ZINC M5;UND;0.01 ;0.014425
52.1.20.005.2.1;TUERCA HEX FN  M5;UND;0.02 ;0.022885636
57.01.400.1900.1;TORNILLO PUNTA BROCA 4 X 19 MM MARCA ALCON HEAD POZI;UND;0.04 ;0.044068
.ESTC.503.04.555;"TUERCA HEX ZINC 3/8"" GR-5";UND;0.05 ;0.049
505.03.006;"TARUGO DE PLASTICO 1/4""";UND;0.06 ;0.059414627
502.01.014;"AUTORROSCANTE 1/4"" X 1 1/4"" CAB. ESTRELLA";UND;0.06 ;0.062826965
604.05.0300;CINTILLO DE 300 MM;UND;0.08 ;0.075
504.03.003.01;TUERCA  HEXAGONAL  M-3;UND;0.08 ;0.075
801.15.378;"GOLILLA, PLANA, REDONDA, ACERO GALV., 3/4""";UND;0.08 ;0.079091
604.05.252;TERMINAL TIPO HORQUILLA AISLADA 14-16AWG X 3/16;UND;0.08 ;0.08
53.1.20.012.8;ARANDELA DE PRESION FN M12 GR-8;UND;0.08 ;0.082998747
603.02.244;TERMINAL TIPO PUNTA P/CABLE #8AWG;UND;0.09 ;0.091
801.15.1558;CINTILLO DE 380MM;UND;0.09 ;0.09201
14.36.01.002;ABRAZADERAS DE PPR PARA PEALPE 1418;UND;0.10 ;0.096946
604.05.192;"CONTRATUERCA CONDUIT DE 1/2""";UND;0.14 ;0.135225
801.01.162;"PASADOR Ø 1/8"" (MANIJA)";UND;0.15 ;0.15241254
21.29.02.002;PASADOR ALETA 4 MM X 40 MM;UND;0.17 ;0.174369
606.01.559;SOBRE MANILA GALLO OFICIO;UND;0.19 ;0.186
606.01.323;PAPEL LUSTRE COLOR VERDE;UND;0.19 ;0.19
606.01.507;PAPEL LUSTRE COLOR TURQUEZA;UND;0.20 ;0.196499248
606.01.461;HOJA MEMBRETADA A4 - LOGO ESTANTERIAS;UND;0.20 ;0.199028571
606.01.007;PAPEL LUSTRE COLOR ROJO;UND;0.20 ;0.2
606.01.531;PAPEL LUSTRE COLOR AZUL;UND;0.20 ;0.201818182
603.01.254;ANILLO SIGER CIRCULAR SOBRE EJE Ø INT 10.2 ESP 1.10;UND;0.21 ;0.208149965
503.04.409;"PERNO HEX ZINC 1/2"" X 1 1/2"" GR-5";UND;0.21 ;0.209779357
604.06.016;"ABRAZADERA (GRAPA) FE GALVANIZADA 1 OREJA 3/8""";UND;0.21 ;0.212
501.02.212.01;"ARANDELA PLANA FN 5/8"" GR-8";UND;0.23 ;0.225
604.01.070;"ABRAZADERA FE- GALV. DE DOS OREJAS  3/4""";UND;0.24 ;0.237288
604.01.025;ABRAZADERAS DE UNA OREJA DE 1/2;UND;0.25 ;0.2542
53.1.20.016.8;ARANDELA DE PRESION FN M16 GR-8;UND;0.26 ;0.260346
606.01.453;LAPIZ FABER CASTELL 2B;UND;0.27 ;0.27
603.01.470;Seguro seeger  de 11mm P/exterior;UND;0.29 ;0.291
604.04.463;"CONECTOR DE CAJA PVC SAP  1/2""";UND;0.29 ;0.291428571
603.02.340.2;PIN DE EXPANSION 1/8;UND;0.30 ;0.3
608.01.504;MODELO ADHESIVO DE SEGURIDAD;UND;0.35 ;0.346330749
606.01.597;LAPICERO FABER CASTELL TRILUX 035 NEGRO;UND;0.35 ;0.35
606.01.596;LAPICERO FABER CASTELL TRILUX 035 COLOR AZUL;UND;0.35 ;0.35
602.02.001.1;"ABRAZADERA CON 1 OREJA  1/2""";UND;0.36 ;0.360784314
801.15.362;"PERNO, CABEZA REDONDA, ACERO GALV., 3/8""-16, x 1-1/2""";UND;0.39 ;0.393797
602.01.019;LUNA TRANSPARENTE PARA SOLDAR;UND;0.41 ;0.408205714
606.01.337;PLANILLAS DE MOVILIDAD;UND;0.41 ;0.413333333
13.05.06.14.002;TERMINAL TIPO FASTÓN HEMBRA ENCAPSULADO / CALIBRE # 12;UND;0.42 ;0.416415094
52.1.20.014.2.1;TUERCA HEX FN M14 GR-2;UND;0.42 ;0.423667
602.02.020;"ABRAZADERA DE 3/4"" - 01 OREJA";UND;0.42 ;0.424
21.19.1.031.055.6;ORING KASTAS  Ø ext 14 m Øint 9.5 mm alt. 2.3mm;UND;0.42 ;0.424
13.05.42.12.004;TERMINAL TIPO PIN AISLADO SOBREMOL  CALIBRE 10 AWG;UND;0.43 ;0.434972171
404.02.008;"TUERCA DE ALEACION ALUMINIO CONDUIT 1/2""";UND;0.45 ;0.45
604.04.462;"CONECTOR DE CAJA PVC SAP 3/4""";UND;0.45 ;0.45
603.02.340.1;PIN DE EXPANSION 1/4;UND;0.50 ;0.5
409.12.1030;UNION PVC SAP  3/4;UND;0.50 ;0.5
409.12.1029;UNION PVC SAP 1/2;UND;0.50 ;0.5
602.02.018;"ABRAZADERA P/TUBO DE PVC- Ø 1 1/2""";UND;0.51 ;0.51
404.02.150;Union simple FN ½” x 150 lbs;UND;0.58 ;0.579
13.36.01.240.003;UNION DE CABLE 8 AWG;UND;0.59 ;0.5855
606.01.555;MICAS (PORTAPAPELES) A-4 VINIFAN;UND;0.59 ;0.588666667
604.04.076.4008;DIODO IN4007;UND;0.60 ;0.6
608.01.304;CINTA TEFLON;UND;0.61 ;0.609174312
409.12.1031;"UNION PVC SAP 1""";UND;0.61 ;0.611106
605.04.151;Codo FN 90º X ½” x 150 lbs;UND;0.64 ;0.639333
604.05.179;"CONTRATUERCA CONDUIT DE 1""";UND;0.65 ;0.649
604.01.419;PRENSAESTOPA DE PVC PG-11;UND;0.67 ;0.67
606.01.911;REGLA DE 30 cms.;UND;0.67 ;0.67
604.05.101;CURVA PVC 3/4;UND;0.68 ;0.677187578
604.02.124;TAPAS CIEGAS PARA TABLERO DE DISTRIBUCION;UND;0.70 ;0.7
13.36.01.240.004;UNION DE CABLE 6 MM2;UND;0.70 ;0.703
503.04.570;Perno M24 paso 3 x 150 mm;UND;0.75 ;0.748333
604.04.461;"CONECTOR DE CAJA PVC SAP 1 1/2""";UND;0.76 ;0.757955215
603.02.307;ORING  Øint 8mm esp. 2mm;UND;0.78 ;0.7835
26.94.01.001;"CAPUCHON TIPO SOMBRERO P/FIERRO 1""";UND;0.79 ;0.788285714
21.19.1.615.501;ORING øEXT 35.32MM  X øINT 28.17MM ESP X 3.53MM;UND;0.80 ;0.795
409.12.1079;LIJA AL AGUA # 240;UND;0.80 ;0.8
604.05.39;VIROLA DE BRONCE DE 1/4;UND;0.80 ;0.8
606.07.014;FUSIBLE 0.5A, CILINDRO DE VIDRIO (250VAC);UND;0.80 ;0.8
13.24.06.006;FUSIBLE CERAMICO 10X38 DE 10AMP. 500V.;UND;0.80 ;0.8
604.05.133;"TUERCA DE ALEACION ALUMINIO CONDUIT DE 1""";UND;0.81 ;0.8125
602.02.005;"ABRAZADERA 1"" DE 2 OREJAS";UND;0.82 ;0.824815751
606.01.601;CINTA ADHESIVA PEGAFAN 3/4 X 36 YDAS CRISTALINO;UND;0.83 ;0.83
21.19.1.031.055.5;ORING KASTAS  Ø ext 31.5 m Øint 25 mm alt. 3.3mm;UND;0.85 ;0.847333
21.19.1.031.055.4;ORING KASTAS  Ø ext 34.5 m Øint 27.5 mm alt. 3.3mm;UND;0.85 ;0.847333
606.01.570;ESTUCHE DE CD;UND;0.85 ;0.8544
606.01.528;CAJA X 100 UND DE CLIPS Nº 01 WINGO;UND;0.86 ;0.86
606.01.455;CORRECTOR LIQUIDO FABER CASTELL 7 CM3;UND;0.88 ;0.883448276
XS.07.100.11;CONECTOR P/ENGRANAJE;UND;0.90 ;0.8962
409.12.949;LENGUETA DE AL P/ADAPTADOR CERRADURA;UND;0.90 ;0.9
XS.07.100.07;SOPORTE P/ENGRANAJE;UND;0.93 ;0.9322
14.14.30.014.014;"NIPLE G 1/4"" A G 1/4""";UND;0.95 ;0.94900463
930.01.100.0002;MANIJA PARA STOCKA JRM-HANDLE EVER;UND;0.96 ;0.964
604.05.056;"CODO DE PVC DE 2"" X 90º";UND;0.98 ;0.979457988
409.12.1078;LIJA AL AGUA #180;UND;1.00 ;1
13.45.01.004;RESISTENCIA 10 K OHM -1 W;UND;1.00 ;1
603.02.382;ORING Ø EXT 46 X Ø INT 38 X ESPESOR 4 MM;UND;1.02 ;1.016912
606.01.564;"BINDER DOBLE CLIP 1"" (25MM)";UND;1.07 ;1.07
XS.06.100.01;MANIJA P/ FORRO;UND;1.09 ;1.09
13.24.04.002;FUSIBLE 1A;UND;1.09 ;1.0921875
402.02.0010;BRIDA DE ALUMINIO PARA PARANTE DE 33mm.;UND;1.09 ;1.092417
606.07.013;FUSIBLE 2A, CILINDRO DE VIDRIO (250VAC);UND;1.10 ;1.1
603.02.437.10;ORING KO-0203024i INTERIOR 20.30 MM ESPESOR 2.40 MM;UND;1.13 ;1.13013
801.15.227.1;"PERNO CABEZA HEXAGONAL 3/8 X 6"" GR 12";UND;1.14 ;1.136
20.83.03.012.018;CANDADO PASO ½” X 1/8” C/ CLIP SEMICERRADO 081;UND;1.16 ;1.164417222
501.01.320;"ABRAZADERA P/RIEL UNIESTRUT DE Ø 1 ½ "" SAP";UND;1.19 ;1.189942073
602.02.613;LIJA P/FIERRO #100;UND;1.20 ;1.1967228
504.02.331;TUERCA HEX FN M24;UND;1.22 ;1.21760946
606.02.149;LIJA P/ FIERRO # 120;UND;1.25 ;1.254541
606.01.020;TINTA PARA TAMPON ARTESCO COLOR ROJO;UND;1.26 ;1.2611112
603.01.915;AISLADORES P/TOBERA;UND;1.26 ;1.264225714
603.02.295;ORINGS Ø INT 20x3MM;UND;1.27 ;1.27
604.05.115;TEE 3/8 GALVANIZADO;UND;1.27 ;1.27125
603.02.437.12;ORING KO-0320030i  INT Ø32 X EXT Ø 38 MM X ESP 3 MM;UND;1.27 ;1.271667
604.05.050.01;CONECTOR RECTO EMT 3/4;UND;1.29 ;1.29454382
602.02.605;LIJA AL AGUA #150;UND;1.30 ;1.3
603.01.1075;Niple FN de ½” x 4” Sch 80;UND;1.33 ;1.33
602.02.604;LIJA AL AGUA #120;UND;1.34 ;1.335341471
602.01.017;LUNA NEGRA PARA SOLDAR # 11;UND;1.35 ;1.345249875
605.02.703;"CODO SEL Ø 1"" PVC";UND;1.35 ;1.35
606.01.305;SACAGRAPAS ARTESCO;UND;1.35 ;1.35
602.01.018;LUNA NEGRA PARA SOLDAR # 12;UND;1.36 ;1.358177778
604.01.435;Conector Recto 1/2 Para Manguera Corrugada Metalica;UND;1.36 ;1.361
603.02.437.11;ORING KO-0116024i  DI 11.60 MM X ESP 2.40 MM - ALIMENTADOR RF01;UND;1.36 ;1.36465
602.02.607;LIJA P/FIERRO #80;UND;1.40 ;1.4
604.02.002;"CONECTOR DE PVC A CAJA SAP DE 2""";UND;1.40 ;1.4
604.02.009;PRENSAESTOPA PVC PG-13.5  WIR  (IP-66);UND;1.42 ;1.417
603.01.902;NIPLE GALVANIZADO 1/2;UND;1.45 ;1.451768889
21.19.1.031.350;ORING Ø EXT 38 X Ø INT 31 ESP 3,5 MM;UND;1.49 ;1.4877
602.01.041;BARBIQUEJO P/CASCO VESATIL 90213;UND;1.50 ;1.5
604.05.320;TAPON ROSCADO C/HEXAGONO INT DE 3/4;UND;1.50 ;1.5
606.01.457;RESALTADOR FABER CASTELL TEXTLINER 48 AMARILLO;UND;1.50 ;1.5
606.01.458;RESALTADOR FABER CASTELL TEXTLINER 48 NARANJA;UND;1.50 ;1.5
606.01.459;RESALTADOR FABER CASTELL TEXTLINER 48 VERDE;UND;1.50 ;1.5
21.19.1.038.300;ORING ØINT 38 X 3.0 MM - RF-001;UND;1.51 ;1.506666667
604.03.424;Tapa Ciega Circular;UND;1.51 ;1.509167
606.01.520;TAJADOR DE METAL C/DEPOS ARTESCO;UND;1.52 ;1.52
409.99.111;"CERROJO  SIMPLE  3""";UND;1.53 ;1.52542
606.01.312;GOMA EN BARRA 21gr;UND;1.54 ;1.536786919
13.05.2.115;PRENSA ESTOPA PVC PG-19;UND;1.55 ;1.55
602.02.603.1;LIJA DE AGUA N° 600 (PLIEGO);UND;1.57 ;1.567
409.12.973;TAPA CIEGA 4 X2 METAL;UND;1.57 ;1.571333
602.02.004;"ABRAZADERA 2"" DE 2 OREJAS";UND;1.60 ;1.597391743
606.01.565;POST IT 3 X 3 N° 654 X 100H 3M VERDE;UND;1.60 ;1.6
606.01.512;POST IT 3 X 3 N° 654 X 100H 3M;UND;1.60 ;1.6
606.01.563;POST IT 3 X 3 N° 654 X 100H 3M CELESTE;UND;1.60 ;1.6
604.05.139;"CURVA PVC SAP 1""";UND;1.62 ;1.618236
604.06.020;"TEE ROSCADO PVC 1""";UND;1.62 ;1.618571429
503.01.607.01;"PERNO SOCKET 1/2 "" X 5"" 1/4";UND;1.63 ;1.6325
605.02.105;"UNION CONDUIT DE 1""";UND;1.66 ;1.6559
605.02.006;"UNION GALV. 3/4"" CONDUIT";UND;1.68 ;1.682070707
21.19.1.031.354.03.1;ORING PARKER 2-230   Ø 63.09 X 70.15 MM X 3.5 MM RF-001;UND;1.69 ;1.694915
602.02.606;LIJA P/FIERRO #40;UND;1.76 ;1.757
